Sample	espK	espN	espV	Serotype
GCF_020423225.1_ASM2042322v1	1	1	1	O157:H7
GCF_021166015.1_ASM2116601v1	1	1	1	O157:H7
GCF_021166395.1_ASM2116639v1	1	1	1	O157:H7
GCF_021166415.1_ASM2116641v1	1	1	1	O157:H7
GCF_021166435.1_ASM2116643v1	1	1	1	O157:H7
GCF_021184105.1_ASM2118410v1	1	1	1	O157:H7
GCF_021184125.1_ASM2118412v1	1	1	1	O157:H7
GCF_022869945.1_ASM2286994v1	1	1	1	O157:H7
GCF_023921205.1_ASM2392120v1	0	1	1	O118/O151:H2
GCF_024300685.1_ASM2430068v1	1	1	1	O26:H11
GCF_024300705.1_ASM2430070v1	1	1	0	O45:H2
GCF_024300765.1_ASM2430076v1	1	1	1	O121:H19
GCF_024300785.1_ASM2430078v1	1	1	1	O145:-
GCF_025252345.1_ASM2525234v1	1	1	1	O157:H7
GCF_025252445.1_ASM2525244v1	1	1	1	O157:H7
GCF_025399035.1_ASM2539903v1	1	1	1	O157:H7
GCF_025399095.1_ASM2539909v1	1	1	1	O157:H7
GCF_025399115.1_ASM2539911v1	1	1	1	O157:H7
GCF_025399135.1_ASM2539913v1	1	1	1	O157:H7
GCF_025809255.1_ASM2580925v1	1	1	1	O157:H7
GCF_025995195.1_ASM2599519v1	1	1	1	O157:H7
GCF_025995255.1_ASM2599525v1	1	1	1	O157:H7
GCF_025995315.1_ASM2599531v1	1	1	1	O157:H7
GCF_025995355.1_ASM2599535v1	0	0	1	O157:H7
GCF_025995415.1_ASM2599541v1	1	1	1	O157:H7
GCF_025995475.1_ASM2599547v1	0	0	1	O157:H7
GCF_025995535.1_ASM2599553v1	0	0	1	O157:H7
GCF_025995615.1_ASM2599561v1	0	0	1	O157:H7
GCF_025995675.1_ASM2599567v1	1	1	1	O157:H7
GCF_025995735.1_ASM2599573v1	1	1	1	O157:H7
GCF_025995895.1_ASM2599589v1	0	0	1	O157:H7
GCF_025996075.1_ASM2599607v1	0	0	1	O157:H7
GCF_025996315.1_ASM2599631v1	1	1	1	O157:H7
GCF_025996495.1_ASM2599649v1	0	0	1	O157:H7
GCF_025996555.1_ASM2599655v1	1	1	1	O157:H7
GCF_025996615.1_ASM2599661v1	0	0	1	O157:H7
GCF_025996675.1_ASM2599667v1	0	0	1	-:H7
GCF_025996735.1_ASM2599673v1	0	0	1	O157:H7
GCF_026967655.1_ASM2696765v1	1	1	1	O157:H7
GCF_027925505.1_ASM2792550v1	1	1	0	O26:H11
GCF_027925565.1_ASM2792556v1	1	1	0	O26:H11
GCF_027925685.1_ASM2792568v1	1	1	1	O26:H11
GCF_027925745.1_ASM2792574v1	1	1	1	O26:H11
GCF_027925765.1_ASM2792576v1	1	1	1	O26:H11
GCF_027925785.1_ASM2792578v1	1	1	1	O26:H11
GCF_027925805.1_ASM2792580v1	1	1	1	O26:H11
GCF_027925825.1_ASM2792582v1	1	1	1	O26:H11
GCF_027925845.1_ASM2792584v1	1	1	1	O26:H11
GCF_029590495.1_ASM2959049v1	1	1	1	O157:H7
GCF_029962285.1_ASM2996228v1	1	1	1	O157:H7
GCF_030297395.1_ASM3029739v1	0	1	1	O76:H7
GCF_030733925.1_ASM3073392v1	1	1	1	O157:H7
GCF_030734165.1_ASM3073416v1	1	1	1	O157:H7
GCF_030908665.1_ASM3090866v1	1	1	1	O157:H7
GCF_030908685.1_ASM3090868v1	1	1	1	O157:H7
GCF_030908705.1_ASM3090870v1	1	1	1	O157:H7
GCF_030908725.1_ASM3090872v1	1	1	1	O157:H7
GCF_030908745.1_ASM3090874v1	1	1	1	O157:H7
GCF_030939765.1_ASM3093976v2	1	1	1	O157:H7
GCF_031588095.1_ASM3158809v2	1	1	1	O157:H7
GCF_031588155.1_ASM3158815v2	1	1	1	O157:H7
GCF_031675355.1_ASM3167535v2	1	1	1	O157:H7
GCF_031675475.1_ASM3167547v2	1	1	1	O157:H7
GCF_033970745.1_ASM3397074v1	1	1	1	O157:H7
GCF_033970845.1_ASM3397084v1	1	1	1	O157:H7
GCF_033971045.1_ASM3397104v1	1	1	1	O157:H7
GCF_036419615.1_ASM3641961v1	1	1	1	O157:H7
GCF_036702575.1_ASM3670257v1	0	0	1	O101/O162:H33
GCF_036703555.1_ASM3670355v1	0	0	1	O101/O162:H33
GCF_036923325.1_STEC27	0	0	1	O157:H7
GCF_036923335.1_STEC26	1	1	1	O157:H7
GCF_036923505.1_STEC28	1	1	1	O157:H7
GCF_037539565.1_ASM3753956v1	0	1	1	O103:H2
GCF_037541525.1_ASM3754152v1	1	1	1	O157:H7
GCF_039909515.1_ASM3990951v1	1	1	0	O45:H2
GCF_039910405.1_ASM3991040v1	1	1	0	O45:H2
GCF_039911255.1_ASM3991125v1	1	1	0	O45:H2
GCF_039912505.1_ASM3991250v1	1	1	0	O45:H2
GCF_039912655.1_ASM3991265v1	1	0	1	O45:H2
GCF_040571355.1_ASM4057135v1	1	1	0	O118/O151:H16
GCF_040571365.1_ASM4057136v1	1	1	0	O118/O151:H16
GCF_041879465.1_ASM4187946v1	1	1	1	O157:H7
GCF_041879485.1_ASM4187948v1	1	1	1	O26:H11
GCF_041879495.1_ASM4187949v1	0	1	1	O103:H2
GCF_041879505.1_ASM4187950v1	1	1	0	O26:H11
GCF_041880225.1_ASM4188022v1	0	1	1	O103:H2
GCF_041880775.1_ASM4188077v1	1	1	1	O157:H7
GCF_041881345.1_ASM4188134v1	1	1	1	O111:H8
GCF_041882485.1_ASM4188248v1	1	1	1	O111:H8
GCF_041883745.1_ASM4188374v1	1	1	1	O111:H8
GCF_041884315.1_ASM4188431v1	1	1	1	O111:H8
GCF_041884965.1_ASM4188496v1	1	1	0	O26:H11
GCF_041885595.1_ASM4188559v1	1	0	0	O26:H11
GCF_045347625.1_ASM4534762v1	1	1	1	O157:H7
GCF_046272025.1_ASM4627202v1	1	1	1	O121:H19
GCF_046272065.1_ASM4627206v1	0	0	1	O157:H7
GCF_048296705.1_ASM4829670v1	1	1	1	O157:H7
GCF_048568925.1_ASM4856892v1	1	1	0	O26:H11
GCF_048568945.1_ASM4856894v1	1	1	1	O26:H11
GCF_048568955.1_ASM4856895v1	1	1	1	O26:H11
GCF_048568965.1_ASM4856896v1	1	1	1	O26:H11
GCF_048568985.1_ASM4856898v1	1	0	1	O26:H11
GCF_048568995.1_ASM4856899v1	1	1	0	O26:H11
GCF_048569005.1_ASM4856900v1	1	1	1	O26:H11
GCF_048569015.1_ASM4856901v1	1	1	1	O26:H11
GCF_048569025.1_ASM4856902v1	1	0	0	O26:H11
GCF_048569045.1_ASM4856904v1	1	0	0	O26:H11
GCF_048569055.1_ASM4856905v1	1	1	1	O26:H11
GCF_048569065.1_ASM4856906v1	1	0	0	O26:H11
GCF_048569075.1_ASM4856907v1	1	0	0	O26:H11
GCF_048571295.1_ASM4857129v1	1	1	1	O26:H11
GCF_048571305.1_ASM4857130v1	1	1	1	O26:H11
GCF_048571315.1_ASM4857131v1	1	1	1	O26:H11
GCF_048571325.1_ASM4857132v1	1	0	0	O26:H11
GCF_048571335.1_ASM4857133v1	1	0	0	O26:H11
GCF_048571345.1_ASM4857134v1	1	0	0	O26:H11
GCF_048571355.1_ASM4857135v1	1	0	0	O26:H11
GCF_048571365.1_ASM4857136v1	1	0	0	O26:H11
GCF_048571375.1_ASM4857137v1	1	0	0	O26:H11
GCF_048571385.1_ASM4857138v1	1	0	0	O26:H11
GCF_048571395.1_ASM4857139v1	1	0	0	O26:H11
GCF_048571405.1_ASM4857140v1	1	0	0	O26:H11
GCF_048571415.1_ASM4857141v1	1	1	1	O26:H11
GCF_048571425.1_ASM4857142v1	1	1	1	O26:H11
GCF_048571435.1_ASM4857143v1	1	0	0	O26:H11
GCF_048571445.1_ASM4857144v1	1	0	0	O26:H11
GCF_048571455.1_ASM4857145v1	1	1	1	O26:H11
GCF_048571465.1_ASM4857146v1	1	0	0	O26:H11
GCF_048571475.1_ASM4857147v1	1	1	1	O26:H11
GCF_048571485.1_ASM4857148v1	1	0	0	O26:H11
GCF_048571515.1_ASM4857151v1	1	1	1	O26:H11
GCF_048571525.1_ASM4857152v1	1	1	1	O26:H11
GCF_048571535.1_ASM4857153v1	1	0	0	O26:H11
GCF_048571545.1_ASM4857154v1	1	0	0	O26:H11
GCF_048571555.1_ASM4857155v1	1	0	0	O26:H11
GCF_048571565.1_ASM4857156v1	1	1	1	O26:H11
GCF_048571575.1_ASM4857157v1	1	1	1	O26:H11
GCF_048571585.1_ASM4857158v1	1	0	0	O26:H11
GCF_048571595.1_ASM4857159v1	1	1	0	O26:H11
GCF_048571605.1_ASM4857160v1	1	1	1	O26:H11
GCF_048571615.1_ASM4857161v1	0	1	1	O26:H11
GCF_048571625.1_ASM4857162v1	1	1	1	O26:H11
GCF_048571635.1_ASM4857163v1	0	1	0	O26:H11
GCF_048571645.1_ASM4857164v1	1	1	1	O26:H11
GCF_048571655.1_ASM4857165v1	1	1	1	O26:H11
GCF_048571665.1_ASM4857166v1	1	1	0	O26:H11
GCF_048571685.1_ASM4857168v1	1	0	1	O26:H11
GCF_048571775.1_ASM4857177v1	1	1	1	O26:H11
GCF_048571785.1_ASM4857178v1	1	1	1	O26:H11
GCF_048571795.1_ASM4857179v1	1	1	1	O26:H11
GCF_048571805.1_ASM4857180v1	1	0	0	O26:H11
GCF_048571815.1_ASM4857181v1	1	1	1	O26:H11
GCF_048571825.1_ASM4857182v1	1	1	1	O26:H11
GCF_048571835.1_ASM4857183v1	1	1	1	O26:H11
GCF_049264865.1_ASM4926486v1	1	0	1	O26:H11
GCF_049265285.1_ASM4926528v1	1	1	1	O26:H11
GCF_049265295.1_ASM4926529v1	1	0	0	O26:H11
GCF_049265845.1_ASM4926584v1	1	1	0	O26:H11
GCF_049266435.1_ASM4926643v1	1	0	1	O26:H11
GCF_049267075.1_ASM4926707v1	1	0	0	O26:H11
GCF_049489415.1_ASM4948941v1	1	1	1	O111:H8
GCF_049489465.1_ASM4948946v1	1	1	1	O111:H8
GCF_049569225.1_ASM4956922v1	1	1	1	O111:H8
GCF_049569755.1_ASM4956975v1	1	1	1	O111:H8
GCF_049569765.1_ASM4956976v1	1	1	1	O111:H8
GCF_049570195.1_ASM4957019v1	1	1	1	O111:H8
GCF_049570215.1_ASM4957021v1	1	1	1	O111:H8
GCF_049570315.1_ASM4957031v1	1	1	1	O111:H8
GCF_049570325.1_ASM4957032v1	1	1	0	O111:H11
GCF_049570395.1_ASM4957039v1	1	1	1	O111:H8
GCF_049570405.1_ASM4957040v1	1	1	1	O111:H8
GCF_050703585.1_ASM5070358v1	1	1	1	O111:H8
GCF_050703595.1_ASM5070359v1	1	1	1	O111:H8
GCF_050703605.1_ASM5070360v1	1	1	1	O111:H8
GCF_050703615.1_ASM5070361v1	1	1	1	O111:H8
GCF_050703625.1_ASM5070362v1	1	1	1	O111:H8
GCF_050703635.1_ASM5070363v1	1	1	1	O111:H8
GCF_050703645.1_ASM5070364v1	1	1	1	O111:H8
GCF_050703695.1_ASM5070369v1	1	1	1	O111:H8
GCF_050703705.1_ASM5070370v1	1	1	1	O111:H8
GCF_050703855.1_ASM5070385v1	1	1	1	O111:H8
GCF_050703865.1_ASM5070386v1	1	1	0	O111:H11
GCF_050704235.1_ASM5070423v1	1	1	1	O111:H8
GCF_050704245.1_ASM5070424v1	1	1	1	O111:H8
GCF_050704915.1_ASM5070491v1	1	1	1	O111:H8
GCF_050704925.1_ASM5070492v1	1	1	1	O111:H8
GCF_050705825.1_ASM5070582v1	1	1	1	O111:H8
GCF_050870965.1_ASM5087096v1	1	1	1	O157:H7
GCF_050870975.1_ASM5087097v1	1	1	1	O157:H7
GCF_052884205.1_ASM5288420v1	1	1	1	O157:H7
GCF_052884615.1_ASM5288461v1	1	1	1	O157:H7
GCF_963575795.1_GENOMIC21	1	1	0	O26:H11
